F1,id,neighbourhood,latitude,longitude,room_type,price,days_occupied_in_2019,minimum_nights,number_of_reviews,reviews_per_month,availability_2020
33146,28779428,12,40.74823,-73.98697,2,500,57,2,19,1.61,0
9961,8167182,12,40.79965,-73.95446,2,150,57,2,13,0.25,315
5697,4454122,12,40.81071,-73.94433,2,115,58,2,94,1.55,64
17246,14485372,12,40.78672,-73.94869,2,289,59,2,93,2.3,0
5912,4614838,12,40.76142,-73.99177,2,272,61,2,7,0.12,335
31626,27315942,12,40.82469,-73.94176,2,120,63,2,43,2.8,256
28851,24251311,12,40.73333,-74.0052,2,300,64,2,8,0.54,338
26494,22144662,12,40.75003,-73.99647,2,109,65,2,100,4.13,66
24027,20682663,12,40.86306,-73.92896,2,175,65,2,52,1.89,211
12355,9943776,12,40.78469,-73.9738,2,330,65,2,137,2.86,281
2617,1601955,12,40.70939,-74.00121,2,420,71,2,306,4.03,320
17875,15191225,12,40.75326,-73.97303,2,462,73,2,3,0.08,328
17276,14524079,12,40.75316,-73.9851,2,189,75,2,184,4.63,251
19944,17076571,12,40.78461,-73.97627,2,125,79,2,160,4.76,0
27992,23377781,12,40.83913,-73.9461,2,125,83,2,38,1.92,205
33341,28978510,12,40.74822,-73.9873,2,240,84,2,19,1.56,317
6359,4859903,12,40.7838,-73.97266,2,255,84,2,57,1.01,356
4308,3235070,12,40.80118,-73.95451,2,150,85,2,32,0.51,0
5359,4187387,12,40.7661,-73.9573,2,139,87,2,178,2.83,321
15741,13407354,12,40.75352,-73.96807,2,139,88,2,116,2.74,145
2093,1066779,12,40.72264,-73.99564,2,275,91,2,364,4.56,7
2751,1742654,12,40.76708,-73.986,2,200,91,2,128,1.88,230
4577,3520418,12,40.76923,-73.95532,2,170,96,2,39,0.61,2
13459,11148990,12,40.71323,-73.99752,2,235,96,2,82,1.8,67
29539,24992835,12,40.76201,-73.99099,2,350,96,2,83,4.36,249
11069,9167889,12,40.80843,-73.94125,2,130,97,2,246,4.98,232
34545,29975548,12,40.76651,-73.98289,2,254,97,2,51,3.97,256
3409,2223082,12,40.74502,-74.00429,2,285,100,2,52,0.76,0
3012,1954450,12,40.72187,-73.98083,2,150,101,2,239,3.32,308
34454,29923618,12,40.71992,-73.98472,2,550,107,2,72,5.58,142
11637,9563868,12,40.71143,-74.00596,2,289,107,2,196,4.04,327
33993,29592296,12,40.74749,-73.98816,2,270,113,2,38,3.38,282
10529,8688783,12,40.7644,-73.9693,2,275,115,2,162,3.21,0
31423,27108423,12,40.72617,-73.97934,2,275,116,2,67,4.04,313
15347,13154343,12,40.76144,-73.99243,2,225,118,2,37,0.87,68
2947,1914231,12,40.81056,-73.943,2,140,124,2,346,4.72,199
2185,1142034,12,40.74658,-73.98847,2,115,125,2,76,0.96,78
18064,15411277,12,40.72216,-73.99571,2,275,125,2,50,1.52,255
34009,29611279,12,40.72498,-74.00262,2,170,133,2,36,2.94,47
25793,21812347,12,40.71572,-73.99114,2,299,133,2,97,3.89,208
20584,17812919,12,40.80726,-73.93815,2,195,136,2,156,4.86,325
31534,27222424,12,40.82244,-73.94994,2,250,138,2,58,3.78,323
18263,15620833,12,40.7762,-73.97944,2,185,139,2,175,4.78,246
9608,7843604,12,40.80755,-73.95104,2,100,147,2,212,4.13,241
14711,12655465,12,40.72176,-73.99424,2,180,148,2,194,4.57,169
19623,16677170,12,40.74503,-73.99922,2,233,148,2,113,3.23,287
30909,26574775,12,40.72366,-73.9903,2,299,152,2,12,0.75,212
27322,22663674,12,40.78296,-73.98252,2,545,152,2,55,2.52,309
31501,27195566,12,40.76035,-73.99524,2,200,153,2,29,1.85,26
24102,20729530,12,40.84492,-73.93891,2,96,154,2,135,4.92,321
5141,3985673,12,40.75319,-74.00159,2,300,161,2,14,0.22,144
4529,3465977,12,40.78478,-73.97668,2,500,166,2,16,0.42,273
15087,12999167,12,40.72151,-73.98814,2,158,168,2,169,4.81,42
12762,10174662,12,40.72299,-73.99251,2,199,171,2,188,3.94,248
28877,24279771,12,40.76008,-73.98846,2,299,172,2,44,2.23,271
18813,16154699,12,40.80695,-73.94982,2,130,174,2,153,4.18,51
10271,8446914,12,40.87126,-73.91722,2,125,177,2,22,0.45,196
4651,3585452,12,40.809,-73.94263,2,140,179,2,320,4.99,53
27901,23277230,12,40.76646,-73.9676,2,500,184,2,78,3.76,85
25472,21642393,12,40.84482,-73.94029,2,139,184,2,105,4.17,140
20188,17381819,12,40.72056,-73.98539,2,325,185,2,2,0.07,180
29007,24408535,12,40.72709,-73.99074,2,695,187,2,4,0.72,262
20687,17938814,12,40.7729,-73.95738,2,115,188,2,115,3.56,98
4785,3689140,12,40.73419,-74.00213,2,197,189,2,230,3.54,281
11866,9713045,12,40.80463,-73.95044,2,200,192,2,149,3.12,62
33315,28958526,12,40.71717,-73.99815,2,210,192,2,37,2.59,221
19547,16599472,12,40.70493,-74.01036,2,235,195,2,136,3.84,0
31233,26893966,12,40.73162,-74.00228,2,300,195,2,36,2.98,60
11238,9325979,12,40.71377,-73.99311,2,190,196,2,132,2.71,79
24710,21175996,12,40.84334,-73.9405,2,130,197,2,115,4.37,121
22447,19472085,12,40.72901,-73.98621,2,250,199,2,36,1.24,161
5933,4623771,12,40.79127,-73.94431,2,167,199,2,49,0.91,171
8973,7361539,12,40.72267,-73.98226,2,179,202,2,68,1.28,159
1448,700530,12,40.72756,-74.00239,2,230,203,2,37,1.52,19
2243,1189378,12,40.71976,-74.00571,2,285,203,2,138,1.77,153
6945,5526210,12,40.71966,-74.00984,2,750,204,2,59,1.14,351
29237,24677926,12,40.72499,-73.98867,2,650,205,2,61,3.13,148
32609,28224871,12,40.84045,-73.93808,2,149,206,2,8,0.55,146
33724,29332969,12,40.75947,-73.99335,2,350,206,2,15,1.12,166
12615,10072022,12,40.72697,-74.00098,2,315,206,2,44,1.62,177
18647,15994498,12,40.80878,-73.95206,2,150,207,2,95,2.6,0
16870,14105220,12,40.73564,-74.00303,2,300,207,2,190,4.63,162
26936,22345271,12,40.72002,-73.98893,2,225,208,2,126,5.29,136
13320,10926362,12,40.76364,-73.9898,2,170,209,2,18,0.4,60
27345,22686751,12,40.82476,-73.94332,2,173,211,2,96,4.24,0
18057,15396351,12,40.80854,-73.94519,2,200,216,2,117,3.42,0
3535,2303436,12,40.72153,-73.99331,2,220,216,2,164,3.47,167
25134,21434692,12,40.82794,-73.95118,2,150,218,2,88,3.44,94
17516,14815997,12,40.77273,-73.96344,2,195,219,2,107,2.69,148
22737,19709666,12,40.86801,-73.92372,2,65,219,2,132,4.55,155
28086,23485307,12,40.70234,-74.01047,2,130,220,2,103,4.81,298
9058,7437623,12,40.78271,-73.95288,2,595,221,2,37,0.7,156
11527,9496176,12,40.75826,-73.98923,2,400,221,2,30,0.63,185
34620,30020090,12,40.83901,-73.93802,2,199,222,2,30,2.49,163
11634,9563266,12,40.71582,-73.98812,2,300,223,2,74,1.51,150
33120,28743080,12,40.75729,-73.96807,2,200,224,2,30,2.12,333
34135,29687597,12,40.72535,-73.98794,2,399,226,2,44,3.35,33
31865,27528305,12,40.7645,-73.98788,2,285,229,2,68,4.29,216
9681,7900908,12,40.73518,-73.98047,2,250,231,2,122,2.37,339
17692,15005115,12,40.71342,-73.99929,2,175,237,2,9,0.23,75
22375,19413230,12,40.73247,-74.00335,2,225,238,2,74,2.52,291
25456,21633253,12,40.72532,-73.99074,2,250,239,2,2,0.09,24
23768,20497487,12,40.76163,-73.99008,2,226,246,2,87,3.25,107
17902,15218342,12,40.7263,-74.00344,2,189,247,2,159,4.16,48
26753,22263267,12,40.79598,-73.94838,2,135,247,2,72,3.13,105
28221,23626886,12,40.7323,-73.99433,2,199,248,2,84,3.94,146
26130,21966880,12,40.7349,-74.00618,2,245,248,2,57,2.43,242
10267,8444115,12,40.71978,-73.98705,2,250,252,2,8,0.16,63
25657,21738886,12,40.76237,-73.96374,2,500,254,2,17,0.83,75
10421,8595149,12,40.76517,-73.96665,2,150,255,2,152,3.01,67
30680,26330526,12,40.82235,-73.94846,2,250,255,2,35,2.06,95
24592,21094894,12,40.76842,-73.99109,2,273,258,2,57,2.19,189
22170,19265835,12,40.80079,-73.95798,2,135,262,2,86,3.41,0
28905,24300863,12,40.73034,-74.00135,2,250,262,2,45,2.22,35
20144,17318814,12,40.81961,-73.94583,2,175,264,2,164,4.82,165
7024,5619149,12,40.70462,-74.00986,2,550,268,2,57,1.01,0
27034,22406109,12,40.81911,-73.93794,2,90,269,2,55,2.34,8
22755,19717723,12,40.72696,-73.98553,2,100,269,2,96,3.31,45
14232,12096332,12,40.7442,-73.98748,2,999,270,2,61,1.48,0
29258,24714137,12,40.7157,-73.98864,2,160,273,2,62,3.58,0
31249,26916712,12,40.76134,-73.99162,2,500,275,2,10,0.6,359
1824,852949,12,40.72977,-74.00164,2,250,276,2,17,0.24,63
32977,28608920,12,40.78581,-73.97179,2,165,277,2,18,1.27,41
19197,16363175,12,40.73741,-73.99003,2,149,284,2,13,0.37,0
27762,23106013,12,40.72651,-73.99196,2,295,284,2,18,0.86,42
7359,6019386,12,40.80991,-73.94058,2,75,285,2,29,0.55,88
28674,24056066,12,40.79094,-73.97459,2,240,287,2,48,2.42,80
29581,25033384,12,40.79725,-73.93311,2,150,287,2,55,3.13,336
19259,16393554,12,40.71698,-73.99629,2,295,288,2,52,1.45,66
1617,783202,12,40.73164,-74.00327,2,190,290,2,195,2.28,0
18779,16124987,12,40.81783,-73.94051,2,110,290,2,84,2.31,12
12540,10036313,12,40.74135,-73.99507,2,425,290,2,64,1.34,49
17017,14222252,12,40.85867,-73.92844,2,150,292,2,50,1.61,84
20936,18208738,12,40.80803,-73.94647,2,200,294,2,81,2.85,71
6256,4803750,12,40.82775,-73.94313,2,80,294,2,24,0.47,87
20497,17728927,12,40.7975,-73.97161,2,199,295,2,98,3.01,50
23212,20016975,12,40.75685,-73.96388,2,210,299,2,4,0.17,0
14564,12445316,12,40.79456,-73.94345,2,186,300,2,156,3.58,70
28604,23973305,12,40.77574,-73.94638,2,120,300,2,24,1.2,77
16105,13614714,12,40.83077,-73.94847,2,89,300,2,9,0.31,96
14563,12443469,12,40.71472,-73.99081,2,195,301,2,92,2.08,0
30995,26689797,12,40.8018,-73.9413,2,120,301,2,36,2.1,52
17658,14967881,12,40.76404,-73.96628,2,225,302,2,101,2.59,55
5213,4059620,12,40.72525,-73.99636,2,199,303,2,188,3.26,0
19233,16380258,12,40.78676,-73.94376,2,125,304,2,21,0.59,12
30771,26420986,12,40.79392,-73.97288,2,119,304,2,16,1.02,22
5497,4288276,12,40.76051,-73.96083,2,145,305,2,69,1.13,0
11911,9735957,12,40.72116,-73.9959,2,425,307,2,30,0.74,56
28874,24276183,12,40.80451,-73.94079,2,165,308,2,83,4.14,70
25139,21436653,12,40.81222,-73.94667,2,250,308,2,105,4.47,145
24818,21239728,12,40.81986,-73.94414,2,99,310,2,85,3.86,0
8385,6883404,12,40.73983,-73.9988,2,295,310,2,25,0.46,293
18743,16086382,12,40.73073,-73.98652,2,170,311,2,47,1.29,66
8144,6689548,12,40.72287,-73.99593,2,265,313,2,109,2.13,50
34559,29984938,12,40.76356,-73.98772,2,241,314,2,19,1.51,0
30338,25967894,12,40.84963,-73.9372,2,100,314,2,23,1.45,46
29358,24808062,12,40.80393,-73.95205,2,344,316,2,17,1.0,30
21583,18811557,12,40.72007,-73.98385,2,305,317,2,6,0.31,27
20048,17222011,12,40.73556,-73.98913,2,159,318,2,17,0.54,20
34160,29706358,12,40.73492,-73.99604,2,300,320,2,2,0.16,0
32216,27849036,12,40.73641,-73.99929,2,250,320,2,3,0.22,64
33418,29054973,12,40.80872,-73.94274,2,200,323,2,39,2.81,69
33450,29079699,12,40.76479,-73.98831,2,200,324,2,4,0.29,0
34014,29612741,12,40.7769,-73.95292,2,225,324,2,8,1.85,29
23918,20616239,12,40.721,-73.99147,2,200,324,2,3,0.12,79
33055,28687609,12,40.71079,-73.99304,2,200,326,2,4,0.27,0
32022,27659540,12,40.73215,-73.9866,2,225,327,2,9,0.58,16
23503,20234674,12,40.77751,-73.95198,2,129,327,2,32,1.15,18
23661,20392393,12,40.7433,-73.97919,2,129,327,2,107,3.88,69
29985,25489369,12,40.73281,-74.00205,2,325,327,2,2,0.27,74
29511,24965233,12,40.72474,-73.98128,2,224,328,2,7,0.37,7
33821,29431738,12,40.72849,-73.98002,2,150,328,2,11,0.83,167
16890,14120431,12,40.74062,-73.99824,2,155,329,2,29,0.73,33
29377,24833117,12,40.7879,-73.94796,2,250,329,2,38,2.0,92
7953,6545519,12,40.73399,-73.99305,2,185,329,2,61,1.11,153
29515,24966304,12,40.80875,-73.94238,2,160,331,2,66,3.48,0
32129,27758379,12,40.73223,-74.00499,2,290,332,2,19,1.24,0
9357,7679697,12,40.76377,-73.98786,2,200,332,2,58,1.13,206
2897,1871311,12,40.76316,-73.99358,2,200,333,2,7,0.1,0
34748,30105086,12,40.72975,-74.0042,2,170,333,2,13,1.12,9
33783,29388858,12,40.78793,-73.97261,2,180,334,2,11,0.84,0
5306,4137680,12,40.77607,-73.98035,2,419,334,2,11,0.42,0
33945,29541600,12,40.79468,-73.94194,2,200,334,2,10,0.83,10
18267,15625556,12,40.74929,-73.99658,2,78,334,2,101,2.7,31
26739,22258326,12,40.75957,-73.98798,2,151,334,2,21,0.89,61
27428,22753775,12,40.7275,-73.99168,2,265,335,2,45,2.03,0
28504,23870798,12,40.71928,-73.98739,2,145,335,2,30,1.48,14
33278,28931731,12,40.72259,-73.98472,2,478,335,2,8,0.59,34
5653,4424261,12,40.80188,-73.96808,2,200,337,2,23,0.47,0
31287,26948562,12,40.74829,-74.00462,2,425,337,2,7,0.43,4
28154,23565947,12,40.79167,-73.97421,2,125,338,2,8,0.38,0
32598,28218384,12,40.78195,-73.9767,2,225,338,2,46,3.16,0
22726,19699596,12,40.81661,-73.93471,2,150,338,2,81,2.9,159
22847,19784119,12,40.82105,-73.94588,2,100,339,2,31,1.09,18
19422,16488277,12,40.72355,-74.01045,2,375,339,2,38,1.12,34
33171,28813184,12,40.72984,-73.98588,2,175,340,2,8,0.64,6
14835,12786165,12,40.75094,-73.99748,2,80,340,2,131,3.02,34
35522,30525544,12,40.72664,-73.98661,2,185,341,2,9,0.75,12
29193,24630495,12,40.77127,-73.98842,2,180,341,2,8,0.65,15
10339,8516438,12,40.72948,-73.98856,2,149,341,2,122,2.86,51
17924,15234771,12,40.72195,-73.98698,2,214,344,2,15,0.41,0
26669,22224072,12,40.72652,-73.98966,2,250,346,2,44,1.88,5
34574,29994325,12,40.78196,-73.98283,2,400,346,2,2,0.18,81
33894,29506320,12,40.78411,-73.95097,2,200,347,2,7,0.54,0
18724,16069120,12,40.74292,-73.99969,2,599,347,2,4,0.28,32
34976,30267337,12,40.72866,-74.0013,2,258,348,2,9,0.78,6
35058,30323677,12,40.73598,-73.99903,2,200,349,2,3,0.24,0
29224,24656865,12,40.82452,-73.94219,2,140,349,2,32,1.68,24
34729,30089955,12,40.74933,-73.98467,2,600,350,2,1,0.08,0
21384,18635353,12,40.75911,-73.99493,2,200,350,2,38,1.23,0
18205,15536769,12,40.7161,-73.99828,2,140,350,2,43,1.15,0
15380,13169806,12,40.74729,-74.00244,2,154,350,2,28,0.67,6
34745,30103205,12,40.70817,-74.00878,2,199,351,2,11,0.91,0
16130,13624795,12,40.73484,-74.00364,2,700,351,2,19,0.47,0
33890,29496193,12,40.82364,-73.94472,2,125,351,2,25,1.9,12
28826,24230067,12,40.77905,-73.95275,2,190,351,2,8,0.41,153
35396,30444675,12,40.80155,-73.96498,2,120,352,2,4,0.35,0
28530,23894403,12,40.73417,-74.00604,2,250,352,2,5,0.39,0
28484,23855867,12,40.73101,-73.97347,2,170,352,2,20,0.99,3
16207,13668833,12,40.77597,-73.98038,2,189,353,2,74,1.76,0
1443,698162,12,40.86737,-73.91877,2,55,353,2,83,0.95,0
32836,28439572,12,40.72615,-74.00325,2,285,353,2,1,0.07,10
33721,29331741,12,40.73327,-74.00157,2,300,353,2,10,0.74,19
24732,21190502,12,40.72982,-73.98593,2,140,354,2,2,0.09,0
19371,16449480,12,40.82003,-73.95194,2,100,354,2,84,2.45,0
11146,9237147,12,40.76416,-73.98807,2,300,354,2,10,0.21,3
31774,27461602,12,40.71882,-73.99652,2,350,354,2,12,0.75,5
2845,1827723,12,40.73285,-73.98245,2,400,354,2,44,0.64,9
31831,27507561,12,40.7444,-73.99604,2,240,354,2,9,0.55,10
17953,15271897,12,40.73402,-73.9862,2,82,354,2,103,2.79,33
22478,19504985,12,40.72588,-74.00286,2,225,354,2,8,0.56,70
31938,27581615,12,40.75906,-73.99321,2,159,355,2,3,0.21,0
31294,26957225,12,40.72078,-73.98762,2,207,355,2,3,0.18,0
22593,19593631,12,40.78242,-73.9547,2,160,355,2,7,0.25,0
25685,21754221,12,40.72566,-74.00075,2,187,355,2,11,0.69,0
6979,5562962,12,40.77399,-73.95101,2,149,355,2,15,0.26,0
30667,26313558,12,40.77511,-73.99005,2,295,355,2,27,1.59,0
28876,24278899,12,40.71371,-73.99355,2,100,355,2,88,4.39,15
25884,21851228,12,40.75393,-73.97316,2,200,355,2,43,1.84,18
27633,22986139,12,40.71889,-73.99686,2,400,356,2,5,0.33,0
28651,24024496,12,40.79398,-73.9397,2,140,356,2,17,0.91,0
27532,22869573,12,40.72997,-73.98772,2,150,356,2,25,1.12,0
24873,21266810,12,40.76955,-73.95694,2,155,356,2,25,0.95,7
18768,16112663,12,40.77316,-73.94495,2,250,357,2,11,0.31,0
4162,3067093,12,40.73057,-73.99034,2,200,357,2,13,1.01,0
28100,23502842,12,40.72205,-73.98132,2,159,357,2,17,0.88,18
33823,29432994,12,40.7764,-73.98144,2,220,358,2,1,0.08,0
32121,27752788,12,40.74264,-73.98361,2,199,358,2,18,1.16,0
10153,8340665,12,40.77455,-73.94982,2,145,358,2,31,0.62,0
31590,27282824,12,40.73214,-74.00531,2,120,358,2,14,0.86,2
29461,24917120,12,40.73463,-73.99796,2,215,358,2,20,1.08,4
29477,24938183,12,40.7258,-73.97963,2,330,358,2,6,0.35,15
5088,3946018,12,40.75977,-73.98763,2,189,358,2,64,1.2,22
8363,6862482,12,40.76493,-73.98066,2,700,358,2,5,0.09,213
23131,19964849,12,40.77285,-73.95566,2,795,358,2,13,0.49,246
35330,30422332,12,40.81223,-73.94156,2,200,359,2,1,0.09,0
17648,14959966,12,40.77979,-73.95379,2,260,359,2,8,0.2,0
27980,23372015,12,40.83921,-73.93535,2,120,359,2,15,0.69,0
30350,25980294,12,40.77097,-73.95594,2,120,359,2,30,1.71,0
22868,19790344,12,40.73881,-73.99741,2,200,359,2,30,1.15,0
35322,30418156,12,40.75294,-73.97105,2,135,359,2,4,0.41,6
15147,13040221,12,40.74574,-73.99633,2,850,359,2,12,0.28,8
35429,30467785,12,40.76326,-73.99018,2,264,359,2,12,1.07,26
8147,6692213,12,40.78165,-73.94825,2,127,359,2,38,0.71,37
8195,6722799,12,40.74558,-74.00325,2,260,360,2,4,0.25,0
18865,16178928,12,40.73621,-74.00612,2,350,360,2,5,0.14,0
32033,27675173,12,40.7309,-73.98671,2,330,360,2,11,0.69,0
31137,26812324,12,40.73945,-73.98543,2,225,360,2,12,0.74,0
23157,19981649,12,40.72697,-73.98509,2,199,360,2,17,0.71,0
31273,26941551,12,40.75707,-73.96417,2,250,360,2,18,1.07,0
23656,20388056,12,40.73594,-73.97947,2,170,360,2,16,0.58,1
24343,20912512,12,40.74943,-73.97945,2,210,360,2,17,0.64,2
30616,26255392,12,40.77055,-73.95509,2,150,360,2,36,2.06,9
10417,8592757,12,40.75874,-73.96362,2,200,360,2,17,0.34,15
19585,16630483,12,40.73945,-73.98273,2,144,361,2,2,0.06,0
17809,15115532,12,40.7401,-73.98123,2,163,361,2,9,0.23,0
31466,27159331,12,40.76795,-73.98432,2,165,361,2,12,0.77,0
21518,18750505,12,40.80324,-73.9352,2,120,361,2,14,0.49,0
4999,3868100,12,40.72168,-73.98876,2,225,361,2,19,0.3,1
6932,5510725,12,40.76181,-73.98757,2,160,361,2,59,1.07,1
22777,19734117,12,40.76864,-73.95427,2,180,361,2,33,1.19,11
23876,20583443,12,40.71902,-73.99027,2,300,361,2,42,1.51,167
24325,20898258,12,40.71881,-73.98378,2,198,362,2,5,0.19,0
32533,28151382,12,40.72244,-73.98194,2,120,362,2,7,0.46,0
9514,7785952,12,40.7829,-73.94694,2,170,362,2,53,1.07,0
31027,26738674,12,40.72522,-73.9775,2,80,362,2,17,1.04,16
22732,19701913,12,40.80416,-73.95704,2,102,363,2,21,0.74,0
31138,26812606,12,40.74285,-73.99395,2,69,363,2,22,1.34,0
33659,29259580,12,40.75228,-73.9695,2,250,363,2,26,1.9,0
4014,2879157,12,40.81153,-73.95856,2,125,363,2,27,0.84,0
10636,8806783,12,40.75606,-73.97004,2,250,363,2,36,0.72,0
5756,4499097,12,40.77998,-73.98462,2,130,363,2,23,0.45,3
20353,17557517,12,40.78873,-73.97402,2,195,363,2,25,0.78,28
1616,782554,12,40.73364,-74.00539,2,286,363,2,74,0.94,51
26342,22062492,12,40.77176,-73.94943,2,115,364,2,2,0.16,0
20957,18227529,12,40.80567,-73.95677,2,140,364,2,90,2.92,0
17272,14522175,12,40.71947,-73.98581,2,200,364,2,22,0.56,4
31994,27635012,12,40.73028,-73.98165,2,140,364,2,26,1.65,4
27161,22495122,12,40.86456,-73.92799,2,115,364,2,42,1.82,27
19767,16812284,12,40.74372,-74.00294,2,195,364,2,25,0.76,65
9686,7902089,12,40.77098,-73.95965,2,150,364,2,5,0.1,219
17846,15158791,37,40.58085,-73.93934,2,130,21,2,94,2.41,358
34725,30089134,148,40.73823,-73.90312,2,110,5,2,29,2.3,355
32787,28391618,148,40.72664,-73.89294,2,150,33,2,30,2.59,321
18708,16055506,148,40.7322,-73.89944,2,86,291,2,96,2.69,157
27479,22811519,26,40.71131,-73.87376,2,100,197,2,61,4.01,339
18492,15857259,146,40.7611,-73.97412,2,2000,9,2,4,0.31,358
23566,20296968,146,40.76125,-73.99299,2,164,23,2,102,3.63,336
11603,9544410,146,40.76103,-73.99001,2,285,45,2,108,2.22,313
35298,30398938,146,40.74697,-73.98693,2,240,46,2,24,2.21,283
15234,13092405,146,40.75733,-73.96577,2,150,54,2,156,3.74,331
18684,16029127,146,40.75246,-73.97356,2,198,55,2,39,1.09,278
17877,15191882,146,40.75324,-73.97217,2,198,55,2,21,0.58,292
23703,20433620,146,40.75205,-73.98564,2,170,68,2,121,4.36,0
32575,28200288,146,40.74747,-73.98668,2,270,74,2,23,1.72,83
33898,29509877,146,40.74759,-73.98889,2,220,74,2,22,2.02,322
32339,27964166,146,40.75885,-73.98996,2,269,86,2,103,6.76,239
23301,20089597,146,40.75347,-73.98567,2,179,96,2,141,4.92,0
14860,12811459,146,40.76303,-73.98767,2,1000,96,2,29,0.74,300
29088,24521630,146,40.76152,-73.98758,2,235,142,2,70,3.83,346
24173,20780688,146,40.76366,-73.99096,2,135,171,2,87,3.3,155
22811,19762304,146,40.76695,-73.98423,2,200,190,2,13,0.48,71
2095,1069266,146,40.75783,-73.96383,2,145,195,2,153,1.9,166
14905,12836808,146,40.76697,-73.98574,2,240,195,2,36,0.84,167
32679,28310943,146,40.76125,-73.99389,2,350,197,2,72,4.94,86
23726,20452409,146,40.75174,-73.97213,2,672,198,2,4,0.22,312
17385,14683983,146,40.75294,-73.9733,2,672,200,2,23,0.73,305
17482,14784557,146,40.76688,-73.99402,2,200,211,2,44,1.16,150
33889,29495933,146,40.7639,-73.99083,2,345,217,2,55,4.05,0
32501,28129366,146,40.74657,-73.97539,2,280,226,2,13,0.9,26
34059,29640481,146,40.75983,-73.99064,2,200,237,2,28,2.15,248
31130,26810466,146,40.76085,-73.96627,2,180,242,2,2,0.12,32
26606,22192417,146,40.74496,-73.98114,2,277,284,2,96,3.98,94
8237,6751450,146,40.74642,-73.98516,2,190,295,2,123,2.25,73
9966,8170917,146,40.75849,-73.9907,2,200,297,2,1,0.02,308
32859,28467737,146,40.74734,-73.98049,2,575,300,2,66,4.65,91
3386,2209835,146,40.74361,-73.97677,2,150,304,2,141,3.36,64
2278,1231273,146,40.76168,-73.9949,2,200,314,2,56,0.71,1
6457,4936023,146,40.75462,-73.96869,2,99,315,2,181,3.06,142
17593,14886600,146,40.75735,-73.96438,2,198,327,2,24,0.61,63
2712,1704798,146,40.75224,-73.99487,2,80,328,2,175,2.33,48
16069,13584582,146,40.75666,-73.99444,2,185,334,2,211,5.19,76
10646,8813306,146,40.7567,-73.99277,2,185,339,2,265,5.56,0
32837,28441716,146,40.7557,-73.99337,2,230,353,2,7,0.49,0
35422,30464498,146,40.76289,-73.98808,2,145,357,2,3,0.26,0
30738,26385422,146,40.76151,-73.97894,2,599,358,2,3,0.17,0
33753,29358057,146,40.7444,-73.97946,2,125,358,2,17,1.27,0
34143,29700382,146,40.76629,-73.98816,2,132,360,2,12,0.93,0
29655,25127253,146,40.75888,-73.99102,2,239,360,2,23,1.24,12
28885,24284744,146,40.7671,-73.98744,2,225,362,2,16,0.8,0
5009,3880588,146,40.74712,-73.97434,2,229,362,2,21,0.33,0
13920,11724873,146,40.75926,-73.99304,2,125,362,2,113,2.54,2
22012,19154108,146,40.76952,-73.98957,2,135,363,2,42,1.4,8
18454,15818608,49,40.74686,-73.97514,2,400,3,2,20,0.55,363
2410,1352657,49,40.76178,-73.96713,2,280,12,2,7,0.1,346
17230,14471418,49,40.76079,-73.97528,2,650,24,2,6,0.31,339
17224,14467580,49,40.7538,-73.97139,2,252,25,2,17,0.45,336
6797,5343821,49,40.75624,-73.96417,2,200,60,2,100,2.32,335
13976,11799451,49,40.75561,-73.96424,2,130,119,2,140,3.09,0
21772,18963479,49,40.75169,-73.97323,2,99,205,2,97,3.27,6
14445,12325045,49,40.76016,-73.9691,2,139,257,2,147,3.58,168
30272,25893935,49,40.75155,-73.97021,2,250,278,2,4,0.28,11
29795,25285637,49,40.75298,-73.96919,2,199,289,2,68,3.7,0
17073,14284714,49,40.75259,-73.96797,2,150,327,2,13,0.32,20
35474,30499163,49,40.75198,-73.9707,2,795,348,2,7,0.62,76
24300,20874859,49,40.75288,-73.97703,2,209,353,2,25,0.93,0
22487,19520991,49,40.74838,-73.98108,2,275,361,2,16,0.57,0
8539,6988905,49,40.7544,-73.97345,2,190,362,2,26,0.48,1
10150,8339036,171,40.62857,-73.94828,2,78,98,2,128,2.67,278
29091,24524252,171,40.61673,-73.96491,2,75,280,2,33,1.67,26
32630,28252786,171,40.61565,-73.96602,2,149,293,2,29,1.95,81
19598,16649739,171,40.61535,-73.95351,2,115,295,2,101,3.1,80
29189,24628788,171,40.61962,-73.96323,2,85,309,2,11,0.6,64
