F1,id,neighbourhood,latitude,longitude,room_type,price,days_occupied_in_2019,minimum_nights,number_of_reviews,reviews_per_month,availability_2020
2753,1744216,126,40.71973,-73.96071,1,85,47,1,236,4.0,308
5796,4532913,126,40.71909,-73.95998,1,50,62,1,207,6.12,0
5433,4244528,126,40.71295,-73.9623,1,80,75,1,59,1.15,328
5830,4553721,126,40.71994,-73.9599,1,90,76,1,226,4.04,304
3306,2144033,126,40.71473,-73.96495,1,145,88,1,54,0.79,334
8853,7258864,126,40.71563,-73.95737,1,84,90,1,225,4.23,334
18319,15681476,126,40.71361,-73.94804,1,109,111,1,254,6.73,335
18485,15853165,126,40.70688,-73.96745,1,72,135,1,184,4.95,0
20522,17750380,126,40.70849,-73.96603,1,83,162,1,57,1.77,0
18857,16175456,126,40.71341,-73.94824,1,99,197,1,253,6.91,332
32299,27933622,126,40.71733,-73.95811,1,95,200,1,81,5.17,182
25672,21747137,126,40.70719,-73.95412,1,125,201,1,18,0.94,170
18320,15685669,126,40.71326,-73.94947,1,99,208,1,259,6.85,330
34088,29656082,126,40.71435,-73.96292,1,120,218,1,83,6.26,102
34873,30186710,126,40.70316,-73.94914,1,80,221,1,15,1.25,39
14294,12169389,126,40.71583,-73.94394,1,70,236,1,75,1.72,0
26258,22016473,126,40.71222,-73.93983,1,190,238,1,64,2.72,11
9899,8107212,126,40.71061,-73.94971,1,70,242,1,40,0.79,153
30393,26035350,126,40.70898,-73.94813,1,76,244,1,83,4.63,36
32252,27896043,126,40.7191,-73.95988,1,80,252,1,17,1.14,87
27962,23354284,126,40.71474,-73.95476,1,88,266,1,67,3.14,7
32155,27784556,126,40.71652,-73.94809,1,120,276,1,23,1.5,85
9071,7454426,126,40.7138,-73.96798,1,100,276,1,17,0.33,253
30165,25785298,126,40.71264,-73.94889,1,88,282,1,100,5.47,0
25629,21728670,126,40.71901,-73.9571,1,100,291,1,95,3.88,87
32228,27854183,126,40.71893,-73.95866,1,95,292,1,63,3.98,82
31669,27366783,126,40.71784,-73.96363,1,90,293,1,26,1.61,0
4902,3798941,126,40.71231,-73.95313,1,75,295,1,421,6.5,62
24075,20708619,126,40.71644,-73.95272,1,75,295,1,54,1.97,87
33362,28990673,126,40.71485,-73.95324,1,75,296,1,13,0.91,0
25578,21700378,126,40.71665,-73.94169,1,60,299,1,27,1.08,0
32543,28160047,126,40.71884,-73.95825,1,76,299,1,65,4.59,76
13190,10725897,126,40.71504,-73.93613,1,45,300,1,193,4.18,94
26581,22184960,126,40.7091,-73.96032,1,99,301,1,56,2.33,0
33228,28890190,126,40.7087,-73.95941,1,70,309,1,73,5.09,3
25832,21827363,126,40.70801,-73.95902,1,400,309,1,26,1.18,123
18068,15420038,126,40.7111,-73.94352,1,95,313,1,36,0.94,49
21948,19102027,126,40.71913,-73.95774,1,75,322,1,162,5.32,29
8013,6598624,126,40.71684,-73.95907,1,110,324,1,48,1.77,8
32103,27730786,126,40.71739,-73.96244,1,98,328,1,46,3.03,0
7432,6093352,126,40.7058,-73.93803,1,58,328,1,298,5.32,0
6579,5052495,126,40.70907,-73.96396,1,60,330,1,46,2.7,0
33444,29075705,126,40.70987,-73.95818,1,66,332,1,76,5.36,34
35015,30294243,126,40.71069,-73.94106,1,100,337,1,13,1.12,0
31661,27364187,126,40.71353,-73.94162,1,125,340,1,4,0.26,0
16809,14057802,126,40.70973,-73.95939,1,55,348,1,158,3.87,28
32876,28493933,126,40.70803,-73.96142,1,95,350,1,6,0.41,0
27050,22411635,126,40.71233,-73.94118,1,80,350,1,36,1.53,0
33382,29012563,126,40.71179,-73.9387,1,65,350,1,57,3.99,33
30011,25517407,126,40.71777,-73.95824,1,100,355,1,21,1.15,73
12090,9819545,126,40.70657,-73.94234,1,75,356,1,2,0.14,0
13828,11620118,172,40.65959,-73.98222,1,62,32,1,235,5.29,321
23015,19891174,172,40.6582,-73.98235,1,49,38,1,128,4.77,342
20153,17332200,172,40.64769,-73.97435,1,40,151,1,142,4.18,228
20354,17557873,172,40.64958,-73.97482,1,45,363,1,129,3.86,0
15354,13156842,101,40.69546,-73.85062,1,38,21,1,188,4.39,340
30231,25837948,101,40.68853,-73.85474,1,60,22,1,18,1.04,353
23395,20173308,101,40.69606,-73.85226,1,55,52,1,107,3.77,1
18009,15338155,166,40.74845,-73.89665,1,99,29,1,48,1.25,346
30606,26252097,166,40.74474,-73.90531,1,50,121,1,12,0.85,319
27494,22830789,166,40.74615,-73.90216,1,60,207,1,159,7.09,21
25084,21394554,166,40.74599,-73.89507,1,65,307,1,158,7.89,9
30258,25870547,114,40.72433,-73.9789,1,60,22,2,70,3.88,1
21626,18852200,114,40.72696,-73.97433,1,75,100,2,25,1.04,0
24683,21161707,114,40.7277,-73.97841,1,71,138,2,137,5.18,197
6855,5406041,114,40.72755,-73.97876,1,100,199,2,179,3.97,151
33073,28711792,114,40.72939,-73.98007,1,85,204,2,49,3.64,165
10367,8534893,114,40.72904,-73.97946,1,99,220,2,55,1.09,154
1756,830949,114,40.72632,-73.97907,1,79,223,2,151,2.04,165
20024,17187785,114,40.72537,-73.97878,1,65,284,2,149,4.38,0
13486,11190303,114,40.72196,-73.98345,1,108,289,2,46,1.29,19
23364,20153394,114,40.72555,-73.98325,1,99,291,2,74,2.69,45
32997,28628675,114,40.72296,-73.98184,1,150,302,2,28,1.94,0
26916,22339754,114,40.72582,-73.97558,1,95,343,2,13,0.55,0
24483,21010735,114,40.72561,-73.97953,1,90,363,2,41,1.55,0
28470,23840030,107,40.75608,-73.90535,1,65,9,2,33,1.61,354
1569,761835,107,40.76605,-73.92922,1,80,9,2,80,0.93,364
1985,978615,107,40.76291,-73.91871,1,81,15,2,193,2.42,0
25534,21677335,107,40.76848,-73.90768,1,43,17,2,52,2.07,0
18757,16099007,107,40.76819,-73.92755,1,80,17,2,67,1.88,342
17816,15126686,107,40.7656,-73.92293,1,90,19,2,50,1.29,334
35503,30511773,107,40.76721,-73.92633,1,75,30,2,15,1.31,70
29251,24699891,107,40.76962,-73.92477,1,60,87,2,4,0.21,292
16093,13603364,107,40.76376,-73.91438,1,40,156,2,53,1.49,173
30927,26600090,107,40.75697,-73.91314,1,51,199,2,44,2.67,157
30922,26597239,107,40.75709,-73.9145,1,51,206,2,36,2.2,150
30792,26447123,107,40.75845,-73.91669,1,45,233,2,31,1.82,157
33128,28757927,107,40.75771,-73.93143,1,200,245,2,7,0.51,0
35452,30476876,107,40.76184,-73.91443,1,109,280,2,85,6.93,0
21694,18897423,107,40.75578,-73.93666,1,259,292,2,3,0.16,0
30911,26584254,107,40.77031,-73.90793,1,65,300,2,16,0.98,33
20506,17731335,107,40.76121,-73.92341,1,60,301,2,44,1.36,63
14542,12417189,107,40.76555,-73.91458,1,70,301,2,18,0.4,64
10683,8844402,107,40.76628,-73.91761,1,75,301,2,115,2.28,68
10420,8595036,107,40.76685,-73.91762,1,69,302,2,80,1.59,68
33642,29242564,107,40.76412,-73.92185,1,65,323,2,46,3.44,0
21549,18778024,107,40.75607,-73.93022,1,100,335,2,106,3.45,0
22174,19268922,107,40.77415,-73.93125,1,85,336,2,15,0.64,0
35054,30320921,107,40.76194,-73.91255,1,89,350,2,15,1.23,0
7243,5862128,107,40.76792,-73.91623,1,37,351,2,80,1.41,85
15428,13202799,107,40.77481,-73.91562,1,50,352,2,14,0.76,0
16126,13623618,107,40.75353,-73.9289,1,80,355,2,16,0.43,0
21724,18917540,107,40.75844,-73.93154,1,100,360,2,18,0.59,0
24382,20942129,24,40.60303,-73.99596,1,69,40,2,57,2.12,345
10188,8382660,153,40.63421,-74.0263,1,85,14,2,40,0.93,291
8818,7227418,153,40.61999,-74.03181,1,55,40,2,38,0.8,296
5263,4110645,153,40.63745,-74.02534,1,80,196,2,50,0.79,65
31807,27491393,153,40.6294,-74.02258,1,80,276,2,48,3.53,0
33133,28760189,153,40.62288,-74.03082,1,90,296,2,21,1.48,167
20624,17853353,71,40.86437,-73.8485,1,47,9,2,48,1.58,365
4467,3400359,71,40.86677,-73.85938,1,47,10,2,118,1.79,0
11175,9260415,71,40.86617,-73.848,1,47,18,2,140,2.93,339
25974,21897845,71,40.86706,-73.84674,1,40,278,2,17,0.9,33
20736,17993317,1,40.76169,-73.76813,1,70,1,2,22,0.68,364
9482,7760566,1,40.77034,-73.77394,1,45,280,2,9,0.17,64
22583,19588726,3,40.86729,-73.89046,1,75,1,2,13,0.47,364
19021,16273526,3,40.87372,-73.88625,1,60,2,2,3,0.08,363
24534,21044649,3,40.87759,-73.88459,1,42,276,2,12,0.45,63
16988,14196798,154,40.69484,-73.94616,1,89,1,2,1,0.04,364
5290,4129487,154,40.68706,-73.93077,1,67,2,2,23,0.36,237
33574,29184093,154,40.69263,-73.95583,1,49,6,2,26,1.88,338
28474,23842721,154,40.68033,-73.94248,1,47,8,2,44,2.42,311
32494,28127009,154,40.69406,-73.95665,1,65,9,2,39,2.57,319
4765,3674757,154,40.6916,-73.94714,1,77,9,2,149,2.3,351
4953,3835740,154,40.68769,-73.93074,1,72,10,2,37,0.57,241
33570,29183697,154,40.69436,-73.95526,1,65,10,2,28,2.09,345
19038,16284453,154,40.67816,-73.90583,1,125,10,2,20,0.69,365
33984,29585263,154,40.68562,-73.94921,1,150,11,2,7,0.58,59
31163,26840133,154,40.68828,-73.95201,1,65,11,2,29,1.74,328
33571,29183838,154,40.69261,-73.95706,1,49,12,2,25,1.81,351
34917,30229464,154,40.68811,-73.95627,1,65,12,2,29,2.36,352
13301,10886971,154,40.68585,-73.94875,1,45,12,2,46,1.16,352
33932,29531408,154,40.69072,-73.95026,1,65,12,2,24,1.86,362
33573,29184026,154,40.69366,-73.95563,1,65,13,2,21,1.52,312
33920,29518497,154,40.697,-73.94543,1,60,13,2,21,1.76,325
9682,7900957,154,40.6869,-73.93074,1,74,15,2,25,0.63,186
33845,29457680,154,40.69388,-73.94501,1,70,15,2,28,2.08,360
31588,27281452,154,40.6838,-73.95161,1,60,16,2,39,2.45,327
9729,7937398,154,40.67973,-73.93058,1,72,16,2,167,3.23,331
34318,29838679,154,40.68907,-73.95217,1,65,16,2,23,1.86,344
31589,27282364,154,40.68511,-73.94948,1,65,16,2,33,2.09,351
33612,29219456,154,40.69441,-73.94848,1,65,17,2,21,1.67,355
5486,4280053,154,40.68206,-73.95441,1,80,17,2,110,1.75,359
31489,27189896,154,40.69075,-73.94132,1,68,18,2,35,2.53,357
27290,22629696,154,40.68766,-73.92788,1,100,19,2,48,2.07,346
15865,13474455,154,40.68401,-73.9457,1,99,20,2,114,3.21,338
30998,26690586,154,40.68746,-73.95379,1,65,22,2,37,2.3,357
31177,26846269,154,40.68978,-73.95131,1,65,22,2,24,1.57,359
31536,27225540,154,40.68589,-73.94762,1,65,23,2,33,2.16,345
31396,27079267,154,40.68554,-73.9442,1,62,24,2,43,3.01,285
33157,28787116,154,40.69164,-73.93831,1,53,24,2,29,2.44,355
31102,26786737,154,40.68749,-73.95467,1,65,26,2,43,2.6,308
14550,12425266,154,40.68607,-73.91761,1,60,26,2,70,1.6,329
18400,15775049,154,40.67989,-73.94298,1,55,26,2,17,0.48,351
29747,25224320,154,40.69104,-73.9258,1,85,28,2,52,2.76,320
33334,28975813,154,40.69008,-73.95015,1,65,28,2,23,1.61,363
8614,7037999,154,40.68742,-73.92825,1,50,29,2,51,0.95,337
4882,3780715,154,40.68358,-73.94838,1,120,30,2,91,1.62,352
32007,27651319,154,40.68986,-73.94037,1,65,31,2,29,1.82,344
32004,27649901,154,40.69197,-73.94052,1,55,35,2,37,2.32,317
31397,27079588,154,40.68374,-73.94368,1,55,36,2,26,1.55,313
33028,28659324,154,40.69194,-73.94092,1,55,37,2,35,2.8,341
28797,24186775,154,40.68225,-73.9188,1,60,38,2,56,2.79,223
33924,29518915,154,40.69854,-73.94552,1,55,40,2,38,2.98,346
12784,10201295,154,40.6945,-73.94273,1,50,41,2,3,0.08,130
13139,10657189,154,40.69892,-73.94645,1,77,41,2,79,1.78,243
31192,26866483,154,40.68784,-73.95145,1,55,41,2,26,1.64,358
7908,6500246,154,40.68579,-73.95535,1,65,47,2,59,1.49,346
33914,29517601,154,40.69853,-73.94736,1,65,53,2,41,3.64,338
33917,29517769,154,40.69651,-73.94763,1,62,55,2,28,2.4,349
21126,18393805,154,40.69944,-73.94527,1,46,56,2,80,2.55,330
19961,17104272,154,40.69471,-73.93736,1,70,57,2,5,0.21,300
32089,27723558,154,40.69085,-73.95079,1,60,59,2,30,2.0,332
28781,24169179,154,40.68853,-73.95982,1,70,62,2,34,1.78,6
32091,27723975,154,40.69088,-73.95018,1,65,64,2,42,2.7,321
2142,1110195,154,40.68068,-73.9535,1,80,88,2,44,0.58,248
7866,6462513,154,40.68521,-73.93707,1,90,105,2,119,2.16,46
19701,16756027,154,40.69318,-73.95669,1,89,114,2,40,1.3,248
21905,19070964,154,40.69168,-73.93711,1,44,116,2,74,2.44,227
7572,6242600,154,40.67986,-73.94259,1,180,149,2,9,0.3,364
33300,28941808,154,40.69339,-73.95881,1,50,174,2,65,4.86,20
32541,28158237,154,40.68723,-73.92003,1,109,186,2,25,1.66,177
23463,20208354,154,40.68564,-73.94508,1,60,186,2,12,0.44,242
35499,30510347,154,40.6782,-73.945,1,55,197,2,9,0.75,84
33332,28971865,154,40.68591,-73.95044,1,150,203,2,8,0.62,57
18055,15395942,154,40.6876,-73.92691,1,79,205,2,26,1.35,2
22445,19471352,154,40.69844,-73.93921,1,62,206,2,54,1.83,4
17737,15052455,154,40.69085,-73.95578,1,93,207,2,57,1.51,0
18368,15734793,154,40.68908,-73.95545,1,59,207,2,199,5.31,37
24430,20982002,154,40.68909,-73.95282,1,90,210,2,37,1.41,133
11008,9116734,154,40.69587,-73.9453,1,55,210,2,80,1.82,145
23398,20173972,154,40.68438,-73.95688,1,80,211,2,76,2.67,161
23421,20186834,154,40.68249,-73.95683,1,150,215,2,5,0.18,153
7957,6546210,154,40.68376,-73.95686,1,54,223,2,65,1.22,154
28786,24177410,154,40.68962,-73.93352,1,80,252,2,4,0.26,167
17883,15195491,154,40.68655,-73.94299,1,80,277,2,126,3.25,59
23312,20111316,154,40.68121,-73.94471,1,50,287,2,24,0.88,88
1848,867721,154,40.68344,-73.92189,1,65,291,2,143,1.71,72
30181,25803944,154,40.6944,-73.95506,1,60,295,2,34,2.12,349
31030,26741049,154,40.69361,-73.93441,1,49,296,2,65,4.34,70
34673,30060474,154,40.6972,-73.93613,1,75,296,2,9,0.75,84
5197,4050765,154,40.68852,-73.92393,1,38,296,2,66,1.57,147
22671,19670093,154,40.69277,-73.94315,1,55,298,2,11,0.38,0
18783,16133101,154,40.69512,-73.94978,1,75,298,2,55,1.66,0
29233,24674269,154,40.69403,-73.94487,1,48,299,2,111,6.0,13
13813,11604307,154,40.68023,-73.93586,1,80,301,2,83,1.83,130
16751,14011318,154,40.68639,-73.93116,1,50,302,2,27,0.68,0
16455,13813731,154,40.67803,-73.92663,1,58,303,2,90,2.22,0
33213,28867312,154,40.68456,-73.94962,1,200,304,2,11,0.8,63
14741,12685533,154,40.67858,-73.93713,1,76,304,2,76,1.76,126
22394,19429043,154,40.68194,-73.91832,1,36,305,2,103,3.46,81
17058,14276659,154,40.68277,-73.92284,1,47,306,2,43,1.08,4
19909,17013137,154,40.68533,-73.91941,1,55,307,2,22,0.7,66
9181,7545168,154,40.68346,-73.95551,1,58,310,2,30,1.49,0
3650,2454281,154,40.69011,-73.96026,1,86,311,2,22,0.32,70
31633,27332332,154,40.6874,-73.95036,1,65,312,2,50,3.12,63
23262,20053253,154,40.69182,-73.9436,1,140,314,2,94,3.32,0
33219,28871823,154,40.69058,-73.94863,1,72,316,2,49,3.4,51
31786,27470574,154,40.6905,-73.95906,1,57,318,2,2,0.18,0
19614,16665181,154,40.68314,-73.92981,1,69,321,2,110,3.24,156
5409,4227141,154,40.68724,-73.94218,1,35,327,2,15,0.81,43
34566,29989236,154,40.69287,-73.9432,1,80,330,2,29,2.26,298
32870,28487536,154,40.69288,-73.94693,1,57,333,2,19,1.33,13
22485,19517513,154,40.69129,-73.94659,1,89,335,2,34,1.17,9
27550,22904958,154,40.68599,-73.92967,1,45,337,2,56,2.53,0
30308,25941089,154,40.68847,-73.93054,1,80,339,2,9,0.51,0
26422,22099266,154,40.69459,-73.95551,1,65,341,2,42,2.28,318
32384,28014495,154,40.67856,-73.94483,1,55,353,2,12,0.82,21
27826,23183557,154,40.68357,-73.93753,1,42,356,2,120,5.69,9
23543,20279672,154,40.68855,-73.95137,1,70,357,2,2,0.13,0
35369,30439398,154,40.69043,-73.94288,1,40,357,2,6,0.5,0
32160,27786365,154,40.69331,-73.93031,1,45,359,2,2,0.16,0
27432,22754373,154,40.69251,-73.9301,1,35,360,2,30,1.89,0
28015,23416448,154,40.69205,-73.94334,1,80,362,2,2,0.12,0
30826,26474934,154,40.68932,-73.95887,1,40,363,2,2,0.13,0
29356,24806529,130,40.60997,-73.98022,1,40,242,2,2,0.11,0
7087,5694862,59,40.68202,-73.98151,1,125,83,2,44,0.78,339
15514,13247674,59,40.6876,-73.99323,1,75,359,2,52,1.26,5
21704,18908638,134,40.63993,-73.98209,1,50,23,2,144,4.75,67
21206,18473439,134,40.63952,-73.98205,1,49,36,2,159,5.1,68
34141,29690801,134,40.61979,-73.98886,1,20,323,2,25,2.04,50
33314,28958489,70,40.57795,-73.9616,1,50,286,2,40,2.96,64
13602,11371535,88,40.85324,-73.86506,1,40,76,2,90,2.0,328
35529,30527526,88,40.85398,-73.86451,1,25,281,2,1,0.08,0
2282,1239293,111,40.6412,-73.9786,1,75,0,2,8,0.1,317
8554,7002139,111,40.68802,-73.91474,1,125,0,2,4,0.15,332
29276,24730560,111,40.64109,-73.95604,1,45,0,2,1,0.07,365
32334,27960021,111,40.68064,-73.88285,1,60,0,2,5,0.33,365
5050,3914962,111,40.66165,-73.92536,1,95,0,2,7,0.12,365
12131,9837205,111,40.61634,-74.03378,1,130,0,2,9,0.2,365
27399,22719709,111,40.68177,-73.88277,1,68,0,2,11,0.7,365
15323,13135589,111,40.61778,-74.02736,1,70,1,2,9,0.48,0
21876,19055226,111,40.69097,-73.94721,1,101,1,2,11,0.36,363
14191,12069335,111,40.62462,-73.95508,1,89,1,2,5,0.12,364
4955,3835766,111,40.68565,-73.93249,1,57,2,2,44,0.68,237
34217,29761534,111,40.72725,-73.95617,1,100,2,2,14,1.14,361
28636,24014159,111,40.63757,-73.89205,1,55,2,2,38,1.85,364
10482,8650119,111,40.6328,-74.02748,1,59,3,2,22,0.44,1
35306,30400423,111,40.6887,-73.95572,1,60,3,2,14,1.16,308
13266,10835002,111,40.68377,-73.91038,1,120,3,2,1,0.06,351
8729,7132891,111,40.69319,-73.92375,1,75,3,2,24,0.45,357
32293,27930322,111,40.67186,-73.88815,1,150,3,2,1,0.07,359
28595,23958542,111,40.63806,-73.90024,1,49,4,2,21,1.17,349
33565,29183047,111,40.6929,-73.95513,1,49,6,2,29,2.1,353
5042,3908257,111,40.68137,-73.9565,1,75,6,2,109,1.69,359
30908,26573069,111,40.69675,-73.93374,1,57,7,2,69,4.0,349
11994,9772486,111,40.71712,-73.94671,1,477,7,2,1,0.03,358
35500,30511096,111,40.63866,-74.01746,1,40,8,2,32,2.65,363
32003,27649404,111,40.69339,-73.93971,1,55,9,2,53,3.31,298
33852,29460203,111,40.69304,-73.94349,1,72,9,2,31,2.31,340
33572,29183932,111,40.69319,-73.95528,1,49,9,2,25,1.81,344
32001,27647168,111,40.69214,-73.93907,1,55,9,2,26,1.62,356
5291,4129513,111,40.68707,-73.93247,1,57,10,2,25,0.4,242
31324,26993454,111,40.71294,-73.95866,1,95,10,2,36,2.19,301
9857,8055859,111,40.69702,-73.93167,1,70,10,2,78,1.52,345
33716,29328939,111,40.69397,-73.94921,1,70,10,2,38,2.81,347
27609,22972187,111,40.69898,-73.94517,1,70,10,2,12,0.9,350
33568,29183470,111,40.69228,-73.95677,1,49,10,2,27,1.95,355
31310,26983743,111,40.70596,-73.93847,1,80,10,2,45,2.73,355
30070,25622377,111,40.63808,-73.9001,1,49,10,2,15,0.84,356
35312,30406311,111,40.68426,-73.90793,1,65,10,2,12,0.97,359
20997,18270109,111,40.70457,-73.91603,1,29,11,2,44,1.38,346
31543,27227358,111,40.68608,-73.94813,1,65,11,2,31,2.03,348
9057,7436186,111,40.63202,-73.95989,1,108,11,2,69,1.31,352
32330,27957371,111,40.69448,-73.95696,1,43,12,2,23,1.51,280
20991,18266775,111,40.70549,-73.91527,1,69,12,2,41,1.34,337
5127,3973944,111,40.70974,-73.95612,1,89,12,2,35,0.56,351
34711,30084665,111,40.64251,-73.93926,1,50,12,2,41,3.37,351
31220,26884438,111,40.70978,-73.96424,1,95,12,2,55,3.56,351
1729,820710,111,40.69413,-73.96389,1,89,12,2,100,1.19,356
33851,29460026,111,40.69379,-73.94384,1,68,12,2,30,2.23,362
33380,29012098,111,40.59075,-73.98359,1,40,14,2,10,0.71,62
18233,15565299,111,40.71538,-73.94712,1,85,14,2,28,0.74,340
31568,27257936,111,40.7089,-73.94447,1,86,14,2,38,2.35,353
31313,26984883,111,40.71185,-73.96292,1,95,14,2,57,3.41,353
2865,1846100,111,40.64469,-73.9469,1,119,15,2,23,0.32,307
25717,21769981,111,40.65662,-73.95344,1,59,15,2,130,5.29,343
31567,27257929,111,40.70757,-73.94466,1,86,15,2,42,2.7,355
35137,30373928,111,40.68371,-73.95096,1,65,16,2,33,2.77,321
17627,14933388,111,40.68492,-73.95119,1,80,16,2,14,0.36,329
10361,8532358,111,40.67677,-73.94804,1,60,16,2,42,0.84,347
9715,7927838,111,40.6796,-73.93022,1,95,16,2,175,3.38,347
31312,26984054,111,40.70719,-73.94021,1,70,16,2,52,3.09,359
15963,13528281,111,40.6903,-73.92298,1,64,16,2,13,0.32,365
31463,27154602,111,40.6756,-73.95232,1,140,17,2,56,3.48,81
27350,22689214,111,40.68337,-73.93057,1,55,17,2,16,0.98,309
31394,27078210,111,40.68426,-73.9451,1,62,17,2,26,1.73,310
31115,26794624,111,40.68862,-73.95572,1,65,17,2,47,2.86,310
33316,28959608,111,40.67702,-73.97907,1,100,17,2,34,2.52,332
28491,23858353,111,40.68907,-73.92806,1,60,17,2,64,3.19,343
24515,21027995,111,40.70911,-73.95288,1,76,17,2,98,4.39,348
33931,29531124,111,40.69065,-73.95153,1,65,17,2,14,1.04,350
15179,13058729,111,40.66783,-73.92192,1,69,18,2,113,2.62,0
30177,25802560,111,40.704,-73.91492,1,75,18,2,35,1.95,248
26828,22294649,111,40.6718,-73.98251,1,190,18,2,71,3.02,308
33916,29517691,111,40.69712,-73.94732,1,52,18,2,28,2.23,319
31551,27244093,111,40.70756,-73.94269,1,76,18,2,51,3.1,347
33225,28887506,111,40.7107,-73.95785,1,105,18,2,26,2.12,351
18483,15851507,111,40.69889,-73.92937,1,50,19,2,81,2.27,1
33108,28736269,111,40.71304,-73.95235,1,60,19,2,33,2.3,73
31918,27570463,111,40.67772,-73.9233,1,65,19,2,23,1.49,341
31269,26938086,111,40.70274,-73.9263,1,82,19,2,44,2.71,353
3621,2424342,111,40.73169,-73.9554,1,109,20,2,113,1.61,318
11341,9387436,111,40.68925,-73.94462,1,160,20,2,18,0.41,340
32697,28315707,111,40.68236,-73.90765,1,50,20,2,50,3.77,351
31499,27195039,111,40.70265,-73.92606,1,70,20,2,43,2.6,355
12624,10082057,111,40.63066,-73.96496,1,115,20,2,5,0.11,358
8572,7017768,111,40.6969,-73.93435,1,75,21,2,46,0.85,327
5198,4050795,111,40.70102,-73.92864,1,90,22,2,63,2.21,206
9386,7698593,111,40.69351,-73.94011,1,200,22,2,3,0.08,339
30844,26497890,111,40.66236,-73.99037,1,55,22,2,64,3.71,348
31532,27221468,111,40.70844,-73.94415,1,70,22,2,36,2.31,355
34234,29778309,111,40.65046,-73.95067,1,38,22,2,23,1.88,358
2835,1817510,111,40.69048,-73.92193,1,64,23,2,365,4.89,163
8987,7381893,111,40.65918,-73.89226,1,55,23,2,10,0.19,308
21841,19019762,111,40.6948,-73.92093,1,49,24,2,68,2.23,322
18744,16086891,111,40.65508,-74.00188,1,66,24,2,33,0.94,346
8410,6901856,111,40.69768,-73.93359,1,80,25,2,51,0.95,327
7291,5926953,111,40.69634,-73.97296,1,70,25,2,172,3.1,334
31218,26884320,111,40.7109,-73.96478,1,109,25,2,55,3.32,342
1727,819956,111,40.68615,-73.93095,1,65,25,2,38,0.47,365
3875,2702019,111,40.71582,-73.96238,1,100,26,2,5,0.07,0
32853,28463327,111,40.6211,-73.92651,1,37,26,2,34,2.29,64
17093,14315241,111,40.65825,-73.92191,1,50,26,2,41,1.01,218
25269,21524489,111,40.71152,-73.95787,1,75,26,2,6,0.24,327
8025,6608666,111,40.68736,-73.92827,1,70,26,2,149,2.72,328
4423,3354367,111,40.69846,-73.99312,1,110,26,2,1,0.02,334
33156,28786920,111,40.69119,-73.93945,1,53,26,2,36,2.72,337
29020,24428060,111,40.59143,-73.95548,1,65,26,2,68,3.48,338
6638,5132986,111,40.68163,-73.96709,1,55,26,2,3,0.05,339
33158,28787365,111,40.69336,-73.93857,1,53,26,2,26,2.12,340
31219,26884369,111,40.71013,-73.9637,1,109,26,2,54,3.22,348
31500,27195515,111,40.70442,-73.92752,1,80,26,2,54,3.35,349
14336,12210730,111,40.68979,-73.94299,1,54,26,2,1,0.02,352
5254,4098814,111,40.68641,-73.94735,1,52,26,2,34,0.54,355
21044,18311851,111,40.64519,-73.89054,1,71,26,2,4,0.17,364
32009,27652752,111,40.6913,-73.93924,1,58,27,2,42,2.68,344
18312,15672618,111,40.71089,-73.96627,1,90,27,2,86,2.35,349
31221,26884455,111,40.70915,-73.96479,1,95,27,2,55,3.27,350
25353,21577526,111,40.65021,-73.96293,1,65,28,2,16,0.65,0
16782,14030375,111,40.68374,-73.9447,1,68,28,2,142,3.52,338
14675,12602212,111,40.68601,-73.91772,1,60,28,2,71,1.63,339
33335,28976135,111,40.68937,-73.94992,1,65,28,2,15,1.07,358
32835,28438882,111,40.6569,-73.95728,1,40,29,2,4,0.33,41
1857,874683,111,40.68777,-73.91601,1,62,30,2,27,0.42,43
32008,27652402,111,40.6912,-73.9394,1,52,30,2,46,2.91,316
4225,3137906,111,40.70921,-73.95178,1,64,31,2,54,0.82,25
33802,29412402,111,40.69387,-73.9102,1,45,31,2,7,0.51,42
21755,18949917,111,40.68603,-73.91438,1,36,31,2,8,0.3,339
5295,4132116,111,40.63268,-73.96059,1,120,31,2,118,1.87,348
23164,19985199,111,40.68507,-73.91329,1,35,31,2,5,0.17,365
3340,2169106,111,40.6591,-73.96116,1,100,33,2,14,0.34,339
29074,24498097,111,40.5917,-73.95536,1,65,33,2,50,2.53,348
2344,1304952,111,40.68809,-73.97578,1,175,35,2,5,0.11,0
25738,21781515,111,40.72513,-73.94829,1,110,35,2,27,1.32,342
17486,14787179,111,40.71153,-73.94215,1,100,37,2,139,3.56,181
8576,7020266,111,40.71688,-73.94162,1,95,38,2,22,0.41,310
33923,29518861,111,40.69816,-73.94703,1,55,38,2,32,2.55,321
34920,30229776,111,40.68795,-73.95614,1,65,38,2,23,1.92,326
18376,15743151,111,40.69688,-73.93396,1,69,39,2,102,2.7,67
11731,9617219,111,40.66374,-73.91733,1,79,39,2,79,1.62,314
1508,731300,111,40.71141,-73.95427,1,98,39,2,187,2.22,315
32932,28564317,111,40.69198,-73.9038,1,65,39,2,32,2.25,342
10810,8956253,111,40.6583,-73.95405,1,95,40,2,65,1.31,355
34921,30229901,111,40.68976,-73.95639,1,65,41,2,28,2.54,342
16398,13769545,111,40.67403,-73.96798,1,48,43,2,142,3.67,349
5292,4129541,111,40.68627,-73.93131,1,77,45,2,41,0.65,225
